"TowerHeight","NumShoes","TVALUE","Attempt","betf.rate","crtv.rate","Category","CountryCode","Country","Gender_code","OccupationCode","Occupation_description","Score","Gender","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Occupation_Category"
"50","24","2.08333333333333",1,"6","7.5","Pile ST",122," Netherlands",1,15,"Arts, design, entertainment, sports, or media",56,"Male",4,5,8,7,7,6,7,2,2,8,"Arts Design Sports Media"
"56","9","6.22222222222222",12,"2","6","Pyramid ST + Gladiolus ST",36," China",1,14,"Education, training, or library",50,"Male",5,3,8,4,6,7,3,5,4,5,"Education/Training"
"81","11","7.36363636363636",13,"9","8","Pyramid ST",36," Andorra",0,9,"Farmers and farm managers",49,"Female",2,5,1,7,2,5,3,8,8,8,"Services"
"74","12","6.16666666666667",13,"8","7","Pyramid ST + Gladiolus ST",7," Argentina",1,11,"Life, physical, or social science",46,"Male",3,2,9,3,7,8,1,3,5,5,"Science"
"88","22","4",13,"6","6","Pyramid ST",163," Spain",0,3,"Management occupations, except farmers and farm managers",47,"Female",3,5,7,6,4,3,4,2,8,5,"Management/Professional"
"93","12","7.75",15,"3","2","Pyramid ST",36," China",0,9,"Architects, surveyors, cartographers, or engineers",27,"Female",2,2,4,3,2,3,3,2,3,3,"Engineering"
"76","10","7.6",15,"5","7","Brick Wall ST",36," China",0,8,"Computer or mathematical",23,"Female",3,3,1,3,2,3,3,1,3,1,"Management/Professional"
"126","24","5.25",15,"6","6","Brick Wall ST",94," Latvia",1,1,"Management: professional or related occupations",68,"Male",3,2,9,8,5,8,8,8,8,9,"Management/Professional"
"49","16","3.0625",15,"9","7","Pile ST",104," Malaysia",1,5,"Business and financial operations",39,"Male",3,7,7,3,3,3,2,2,6,3,"Management/Professional"
"118","24","4.91666666666667",15,"8","9","Pyramid ST",161," South Africa",0,9,"Architects, surveyors, cartographers, or engineers",28,"Female",2,2,1,1,4,3,3,4,5,3,"Engineering"
"41.4","32","1.29375",15,"5","3","Pyramid ST",187," United States of America",1,16,"Health diagnosing or treating practitioners & technical occupations",43,"Male",2,3,5,5,3,5,3,9,5,3,"Health"
"50","6","8.33333333333333",15,"9","7","Pyramid ST",36," China",1,14,"Education, training, or library",56,"Male",2,3,9,5,5,7,8,7,5,5,"Education/Training"
"47","10","4.7",15,"7","4","Pyramid ST",36," China",1,14,"Education, training, or library",81,"Male",9,9,9,9,5,9,6,9,7,9,"Education/Training"
"86","39","2.20512820512821",15,"9","9","Brick Wall ST",37," Colombia",1,15,"Arts, design, entertainment, sports, or media",54,"Male",5,3,8,6,5,3,7,9,5,3,"Arts Design Sports Media"
"68","18","3.77777777777778",15,"3","2","Brick Wall ST",78," India",1,8,"Computer or mathematical",15,"Male",2,1,1,2,1,2,1,2,1,2,"Management/Professional"
"50","20","2.5",15,"5","6","Unknown",116," Morocco",0,1,"Management: professional or related occupations",66,"Female",3,7,9,1,9,9,9,1,9,9,"Management/Professional"
"47.5","14","3.39285714285714",15,"6","7","Brick Wall ST",78," India",0,14,"Business and financial operations",65,"Female",7,4,9,5,8,6,6,7,5,8,"Management/Professional"
"59","7","8.42857142857143",15,"9","7","Gladiolus ST",163," Spain",0,1,"Management: professional or related occupations",59,"Female",3,7,8,7,7,3,4,6,7,7,"Management/Professional"
"67.564","34","1.98717647058824",15,"6","4","Pyramid ST",85," Jamaica",1,5,"Business and financial operations",41,"Male",4,4,2,8,4,3,3,2,8,3,"Management/Professional"
"62","19","3.26315789473684",15,"6","5","Pyramid ST",36," China",1,14,"Education, training, or library",71,"Male",4,9,9,8,4,9,9,8,5,6,"Education/Training"
"100","12","8.33333333333333",15,"4","6","Bridge ST",187," United States of America",1,5,"Business and financial operations",20,"Male",2,1,2,3,2,3,1,2,2,2,"Management/Professional"
"60","7","8.57142857142857",15,"8","9","Gladiolus ST",143," Russian Federation",1,15,"Arts, design, entertainment, sports, or media",58,"Male",8,8,9,1,9,2,2,7,5,7,"Arts Design Sports Media"
"73","6","12.1666666666667",15,"8","6","Gladiolus ST",78," India",0,8,"Computer or mathematical",48,"Female",6,6,6,4,5,5,4,1,2,9,"Management/Professional"
"65","14","4.64285714285714",15,"8","6","Pyramid ST",187," United States of America",1,1,"Management: professional or related occupations",37,"Male",1,5,3,4,7,3,5,2,1,6,"Management/Professional"
"98","26","3.76923076923077",16,"6","1","Pyramid ST",53," Egypt",1,5,"Business and financial operations",47,"Male",3,5,4,4,7,7,1,4,4,8,"Management/Professional"
"88","19","4.63157894736842",17,"6","3","Brick Wall ST",36," China",1,14,"Education, training, or library",56,"Male",7,9,3,6,9,3,5,9,2,3,"Education/Training"
"75","22","3.40909090909091",1,"8","8","Brick Wall ST",69," Guatemala",1,15,"Arts, design, entertainment, sports, or media",38,"Male",4,4,2,2,5,7,6,2,3,3,"Arts Design Sports Media"
"84","9","9.33333333333333",17,"8","9","Brick Wall ST",82," Ireland",1,15,"Arts, design, entertainment, sports, or media",62,"Male",9,9,1,7,9,5,9,3,5,5,"Arts Design Sports Media"
"80","10","8",18,"1","2","Bridge ST",36," China",1,14,"Education, training, or library",35,"Male",2,5,7,5,5,3,1,1,1,5,"Education/Training"
"28","10","2.8",19,"5","8","Unknown",89," Kenya",1,14,"Education, training, or library",46,"Male",1,5,5,9,1,5,1,9,1,9,"Education/Training"
"43","12","3.58333333333333",2,"10","10","Pyramid ST + Gladiolus ST",78," India",0,9,"Architects, surveyors, cartographers, or engineers",42,"Female",1,9,1,1,5,9,5,1,5,5,"Engineering"
"87.63","4","21.9075",2,"10","8","Gladiolus ST",187," United States of America",1,14,"Education, training, or library",62,"Male",5,8,9,7,8,5,8,2,2,8,"Education/Training"
"62.75","1","62.75",2,"10","5","Unknown",156," Singapore",1,8,"Computer or mathematical",21,"Male",2,1,1,1,7,3,1,1,1,3,"Management/Professional"
"81","23","3.52173913043478",2,"9","9","Gladiolus ST",8," Armenia",0,17,"Health technologists or technicians",45,"Female",5,5,9,1,5,7,2,6,2,3,"Health"
"45","11","4.09090909090909",2,"5","5","Gladiolus ST",84," Italy",0,14,"Education, training, or library",43,"Female",3,5,7,1,7,6,4,2,2,6,"Education/Training"
"112","64","1.75",2,"7","6","Brick Wall ST",84," Italy",0,1,"Management: professional or related occupations",53,"Female",3,4,8,1,7,6,9,2,6,7,"Management/Professional"
"40","4","10",2,"6","10","Unknown",78," India",0,8,"Computer or mathematical",68,"Female",5,8,9,8,5,8,5,5,7,8,"Management/Professional"
"75","5","15",2,"6","1","Brick Wall ST",36," China",1,14,"Education, training, or library",54,"Male",5,7,7,2,5,7,9,2,3,7,"Education/Training"
"28","28","1",2,"2","6","Brick Wall ST",111," Mexico",1,2,"Management: business or  financial operations occupations",38,"Male",5,2,2,1,5,3,4,5,3,8,"Management/Professional"
"80","14","5.71428571428571",2,"7","8","Pyramid ST",142," Romania",1,1,"Management: professional or related occupations",60,"Male",7,8,8,8,3,2,2,8,9,5,"Management/Professional"
"14","7","2",2,"10","10","Brick Wall ST",78," India",1,25,"Management: business or  financial operations occupations",41,"Male",1,9,1,2,3,9,5,1,5,5,"Management/Professional"
"140","50","2.8",2,"1","4","Brick Wall ST",73," Haiti",0,4,"Farmers and farm managers",51,"Female",5,7,5,7,5,5,3,5,2,7,"Services"
"20","12","1.66666666666667",2,"8","6","Brick Wall ST",36," China",1,1,"Management: professional or related occupations",48,"Male",7,7,3,7,5,3,5,3,4,4,"Management/Professional"
"88","14","6.28571428571429",2,"8","6","Pyramid ST",26," Bulgaria",1,15,"Arts, design, entertainment, sports, or media",66,"Male",5,9,9,9,5,9,2,8,1,9,"Arts Design Sports Media"
"75","28","2.67857142857143",2,"4","6","Pyramid ST",35," Chile",1,14,"Education, training, or library",37,"Male",3,2,2,2,6,5,4,3,5,5,"Education/Training"
"67","16","4.1875",2,"5","3","Pile ST",31," Canada",1,5,"Business and financial operations",50,"Male",4,3,5,7,5,3,6,7,5,5,"Management/Professional"
"86","13","6.61538461538461",2,"9","8","Brick Wall ST",95," Lebanon",1,14,"Education, training, or library",41,"Male",5,7,5,1,4,5,6,1,2,5,"Education/Training"
"80","22","3.63636363636364",2,"8.5","7","Pyramid ST",9," Australia",1,14,"Education, training, or library",76,"Male",8,5,9,2,8,9,9,9,9,8,"Education/Training"
"70","14","5",2,"5","10","Bridge ST",75," Hong Kong (S.A.R.)",0,16,"Health diagnosing or treating practitioners & technical occupations",56,"Female",3,3,7,7,7,7,9,1,5,7,"Health"
"85","66","1.28787878787879",2,"8","8","Unknown",61," France",1,15,"Arts, design, entertainment, sports, or media",50,"Male",2,8,9,1,8,2,9,1,2,8,"Arts Design Sports Media"
"57","6","9.5",2,"5","4","Brick Wall ST",187," United States of America",0,28,"Construction trades workers",40,"Female",3,8,5,3,5,3,2,5,2,4,"Services"
"65","22","2.95454545454545",2,"1","1","Brick Wall ST",36," China",1,16,"Health diagnosing or treating practitioners & technical occupations",40,"Male",3,5,9,5,3,3,3,1,5,3,"Health"
"65","25","2.6",2,"10","8","Brick Wall ST",187," United States of America",1,14,"Education, training, or library",56,"Male",3,5,4,6,6,6,7,6,6,7,"Education/Training"
"57.15","15","3.81",2,"3","8","Unknown",187," United States of America",1,4,"Farmers and farm managers",37,"Male",8,4,3,2,5,3,3,2,3,4,"Services"
"40","3","13.3333333333333",2,"9","1","Gladiolus ST",75," Hong Kong (S.A.R.)",1,14,"Education, training, or library",58,"Male",8,5,5,8,7,3,5,3,7,7,"Education/Training"
"60","8","7.5",2,"3","3","Gladiolus ST",36," China",0,8,"Computer or mathematical",45,"Female",3,3,2,2,7,7,3,2,8,8,"Management/Professional"
"98","29","3.37931034482759",2,"7","8","Pyramid ST",122," Netherlands",1,1,"Education, training, or library",79,"Male",8,9,8,8,8,8,7,7,7,9,"Education/Training"
"70","34","2.05882352941176",2,"5","6","Pyramid ST",187," United States of America",1,11,"Life, physical, or social science",42,"Male",2,5,3,3,3,5,5,7,2,7,"Science"
"61","6","10.1666666666667",2,"7","7","Bridge ST",31," Canada",0,8,"Computer or mathematical",55,"Female",5,6,6,5,6,6,6,4,5,6,"Management/Professional"
"60","20","3",2,"6","4","Pile ST",153," Serbia",1,1,"Management: professional or related occupations",55,"Male",3,2,9,5,6,7,1,8,7,7,"Management/Professional"
"122","30","4.06666666666667",2,"8","5","Brick Wall ST",111," Mexico",0,9,"Architects, surveyors, cartographers, or engineers",25,"Female",2,1,5,1,5,5,2,1,1,2,"Engineering"
"130","33","3.93939393939394",2,"8","6","Brick Wall ST",36," China",0,1,"Management: professional or related occupations",45,"Female",1,4,8,5,5,8,3,3,5,3,"Management/Professional"
"55","4","13.75",2,"5","5","Gladiolus ST",75," Hong Kong (S.A.R.)",0,1,"Management: professional or related occupations",37,"Female",2,3,9,3,2,7,1,3,2,5,"Management/Professional"
"96","18","5.33333333333333",2,"7","3","Unknown",78," India",0,15,"Arts, design, entertainment, sports, or media",58,"Female",1,8,1,7,9,8,1,8,9,6,"Arts Design Sports Media"
"72","24","3",2,"2","6","Bridge ST",126," Nigeria",1,1,"Management: professional or related occupations",46,"Male",3,7,5,3,7,2,6,2,2,9,"Management/Professional"
"33","2","16.5",2,"8","2","Pyramid ST",78," India",0,9,"Architects, surveyors, cartographers, or engineers",55,"Female",3,7,7,7,8,8,3,2,8,2,"Engineering"
"75","32","2.34375",2,"8","2","Pyramid ST",36," China",1,14,"Education, training, or library",63,"Male",7,7,8,7,7,7,7,3,7,3,"Education/Training"
"65","20","3.25",2,"6","4","Brick Wall ST",36," China",1,7,"Financial specialists",56,"Male",9,9,1,9,5,8,1,1,5,8,"Management/Professional"
"106","42","2.52380952380952",2,"8","7","Pyramid ST",36," China",1,8,"Computer or mathematical",46,"Male",2,9,7,5,6,7,1,1,1,7,"Management/Professional"
"51.5","6","8.58333333333333",2,"4","3","Bridge ST",36," China",1,12,"Community and social services",57,"Male",4,9,9,2,3,8,9,1,9,3,"Services"
"70","40","1.75",2,"7","2","Pyramid ST",136," Philippines",1,25,"Office or administrative support",35,"Male",5,3,8,3,3,1,1,1,3,7,"Management/Professional"
"72.39","28","2.58535714285714",2,"7.5","8","Unknown",187," United States of America",1,12,"Community and social services",24,"Male",2,3,3,1,2,2,2,2,2,5,"Services"
"53","21","2.52380952380952",2,"6","4","Unknown",187," United States of America",0,8,"Computer or mathematical",67,"Female",7,8,1,3,7,9,7,9,8,8,"Management/Professional"
"45","13","3.46153846153846",2,"10","1","Brick Wall ST",185," United Kingdom of Great Britain and Northern I",0,6,"Business operations specialists",74,"Female",5,7,9,5,9,9,9,5,8,8,"Management/Professional"
"98","18","5.44444444444444",2,"7","2","Pyramid ST",163," Spain",0,2,"Management: business or  financial operations occupations",51,"Female",7,7,7,5,6,5,2,2,3,7,"Management/Professional"
"40","12","3.33333333333333",2,"7","7","Brick Wall ST",78," India",0,7,"Financial specialists",26,"Female",1,4,3,2,4,5,1,1,1,4,"Management/Professional"
"98","31","3.16129032258065",2,"5","10","Pyramid ST",9," Australia",1,1,"Management: professional or related occupations",51,"Male",3,3,9,8,3,3,8,2,9,3,"Management/Professional"
"71","8","8.875",2,"2","2","Gladiolus ST",86," Japan",1,8,"Computer or mathematical",42,"Male",2,1,1,3,5,7,8,6,1,8,"Management/Professional"
"80","22","3.63636363636364",2,"4","7","Brick Wall ST",187," United States of America",1,14,"Education, training, or library",45,"Male",3,5,7,7,3,2,3,3,5,7,"Education/Training"
"88","40","2.2",2,"9","6","Pyramid ST",137," Poland",1,2,"Management: business or  financial operations occupations",56,"Male",7,5,8,8,8,5,4,2,2,7,"Management/Professional"
"50","20","2.5",2,"5","6","Brick Wall ST",36," China",0,8,"Computer or mathematical",37,"Female",3,7,2,5,2,7,1,3,2,5,"Management/Professional"
"50","11","4.54545454545455",2,"7","7","Unknown",187," United States of America",0,8,"Computer or mathematical",49,"Female",6,8,1,7,6,2,3,4,7,5,"Management/Professional"
"98","18","5.44444444444444",2,"8","8","Pyramid ST",61," France",1,1,"Management: professional or related occupations",52,"Male",5,4,9,8,3,3,3,9,5,3,"Management/Professional"
"45","16","2.8125",2,"6","5","Brick Wall ST",153," Serbia",1,11,"Life, physical, or social science",36,"Male",1,5,8,1,3,5,7,1,2,3,"Science"
"81.2","20","4.06",2,"3","8","Brick Wall ST",79," Indonesia",0,8,"Computer or mathematical",46,"Female",7,2,4,5,3,3,6,3,5,8,"Management/Professional"
"90","20","4.5",2,"8","10","Pyramid ST",170," Syrian Arab Republic",1,33,"Aircraft or traffic control",66,"Male",7,8,7,1,9,9,6,1,9,9,"Services"
"84","20","4.2",2,"9","8","Brick Wall ST",126," Nigeria",1,25,"Office or administrative support",46,"Male",5,1,7,2,7,2,8,2,5,7,"Management/Professional"
"70","20","3.5",2,"5","2","Brick Wall ST",187," United States of America",0,14,"Education, training, or library",78,"Female",5,8,9,9,8,9,5,8,8,9,"Education/Training"
"37","15","2.46666666666667",2,"8","10","Pyramid ST",78," India",1,14,"Education, training, or library",41,"Male",7,7,4,3,3,4,2,3,2,6,"Education/Training"
"67","16","4.1875",2,"8","7","Brick Wall ST",14," Bangladesh",0,1,"Management: professional or related occupations",48,"Female",3,5,9,9,8,1,2,1,1,9,"Management/Professional"
"80","16","5",2,"7","6","Unknown",78," India",0,13,"Legal",45,"Female",6,2,1,7,2,2,6,7,5,7,"Management/Professional"
"111","32","3.46875",2,"8","9","Brick Wall ST",183," Ukraine",0,5,"Management: professional or related occupations",53,"Female",1,6,9,3,7,5,6,4,5,7,"Management/Professional"
"70","18","3.88888888888889",2,"8","8","Brick Wall ST",78," India",0,26,"Farming, fishing, or  forestry",54,"Female",6,3,7,7,5,3,5,6,5,7,"Services"
"55","44","1.25",2,"6","1","Pile ST",67," Greece",1,14,"Education, training, or library",44,"Male",5,3,7,4,4,5,4,4,4,4,"Education/Training"
"130","26","5",2,"1","8","Pile ST",111," Mexico",0,1,"Management: professional or related occupations",47,"Female",3,8,2,2,7,6,6,3,2,8,"Management/Professional"
"82","40","2.05",2,"7","7","Pyramid ST",143," Russian Federation",1,8,"Computer or mathematical",50,"Male",6,4,7,8,6,7,2,3,2,5,"Management/Professional"
"59","12","4.91666666666667",2,"8","9","Pyramid ST + Gladiolus ST",24," Brazil",1,15,"Arts, design, entertainment, sports, or media",33,"Male",3,2,8,4,3,3,1,1,3,5,"Arts Design Sports Media"
"68.58","106","0.646981132075472",2,"7","6","Pile ST",187," United States of America",0,15,"Arts, design, entertainment, sports, or media",54,"Female",7,5,9,1,9,9,1,1,8,4,"Arts Design Sports Media"
"195","1","195",2,"8","7","Pyramid ST",123," New Zealand",1,1,"Management: professional or related occupations",75,"Male",9,7,9,5,7,8,6,8,7,9,"Management/Professional"
"35","5","7",2,"1","4","Unknown",187," United States of America",0,35,"Rail, water or other transportation",45,"Female",7,2,9,2,3,9,2,6,3,2,"Services"
"61","17","3.58823529411765",2,"8","9","Pyramid ST",8," Armenia",0,1,"Education, training, or library",60,"Female",7,5,5,5,8,5,6,9,5,5,"Education/Training"
"62","28","2.21428571428571",2,"5","5","Pyramid ST",187," United States of America",1,31,"Production",35,"Male",2,3,8,3,3,3,4,3,3,3,"Services"
"58","23","2.52173913043478",2,"5","8","Pyramid ST",191," Venezuela, Bolivarian Republic of...",1,5,"Business and financial operations",43,"Male",7,3,7,3,4,5,5,2,4,3,"Management/Professional"
"56","3","18.6666666666667",2,"3","2","Gladiolus ST",36," China",1,12,"Community and social services",53,"Male",7,7,6,3,7,4,3,7,6,3,"Services"
"68","18","3.77777777777778",2,"6","8","Brick Wall ST",126," Nigeria",0,8,"Computer or mathematical",39,"Female",4,3,5,3,5,5,3,3,2,6,"Management/Professional"
"150","208","0.721153846153846",2,"1","10","Pyramid ST",111," Mexico",1,14,"Education, training, or library",28,"Male",1,1,5,1,4,3,5,2,1,5,"Education/Training"
"70","36","1.94444444444444",2,"8","10","Pile ST",7," Argentina",1,16,"Health diagnosing or treating practitioners & technical occupations",40,"Male",5,3,9,1,5,5,1,1,5,5,"Health"
"71.37","20","3.5685",2,"5","5","Pyramid ST",187," United States of America",1,15,"Arts, design, entertainment, sports, or media",41,"Male",3,5,7,2,5,3,3,2,4,7,"Arts Design Sports Media"
"96.2","37","2.6",2,"7","5","Pyramid ST",143," Russian Federation",1,25,"Office or administrative support",44,"Male",2,8,9,2,5,1,2,8,2,5,"Management/Professional"
"70","7","10",2,"9","5","Pyramid ST",37," Colombia",1,15,"Arts, design, entertainment, sports, or media",43,"Male",3,3,5,3,3,5,3,7,5,6,"Arts Design Sports Media"
"50","4","12.5",2,"8","3","Gladiolus ST",76," Hungary",0,7,"Financial specialists",55,"Female",3,4,6,4,8,8,7,3,3,9,"Management/Professional"
"102","42","2.42857142857143",2,"7","6","Pyramid ST",100," Lithuania",1,2,"Business operations specialists",44,"Male",2,8,1,9,1,9,1,1,5,7,"Management/Professional"
"76","23","3.30434782608696",2,"6","3","Brick Wall ST",130," Pakistan",0,16,"Health diagnosing or treating practitioners & technical occupations",48,"Female",1,6,8,3,8,3,2,2,7,8,"Health"
"80","2.5","32",2,"7","10","Gladiolus ST",36," China",0,11,"Life, physical, or social science",48,"Female",9,1,9,2,2,3,3,8,8,3,"Science"
"60","38","1.57894736842105",2,"8","4","Unknown",157," Slovakia",0,5,"Business and financial operations",42,"Female",9,7,1,2,3,8,3,3,1,5,"Management/Professional"
"99.06","21","4.71714285714286",2,"2","3","Brick Wall ST",187," United States of America",1,15,"Arts, design, entertainment, sports, or media",53,"Male",6,3,7,8,7,8,7,1,2,4,"Arts Design Sports Media"
"80","15","5.33333333333333",2,"6","4","Pyramid ST",116," Morocco",0,14,"Education, training, or library",34,"Female",2,3,2,3,2,8,2,2,2,8,"Education/Training"
"67","14","4.78571428571429",2,"5","5","Pyramid ST",187," United States of America",1,13,"Legal",62,"Male",5,1,9,8,9,3,3,9,7,8,"Management/Professional"
"65.8","24","2.74166666666667",2,"1","8","Pyramid ST",23," Botswana",1,2,"Management: business or  financial operations occupations",77,"Male",9,8,8,1,8,9,8,9,8,9,"Management/Professional"
"60.96","44","1.38545454545455",2,"3","3","Brick Wall ST",187," United States of America",0,8,"Computer or mathematical",49,"Female",3,3,5,3,5,7,7,5,5,6,"Management/Professional"
"46.26","16","2.89125",2,"5","1","Pyramid ST",187," United States of America",1,25,"Arts, design, entertainment, sports, or media",61,"Male",5,5,9,7,3,9,7,2,7,7,"Arts Design Sports Media"
"68","16","4.25",2,"6","7","Brick Wall ST",187," United States of America",1,13,"Legal",50,"Male",5,6,6,4,5,5,4,4,5,6,"Management/Professional"
"60","5","12",2,"6","6","Gladiolus ST",130," Pakistan",0,1,"Management: professional or related occupations",49,"Female",8,2,6,2,6,2,4,8,2,9,"Management/Professional"
"47","22","2.13636363636364",2,"8","6","Unknown",24," Brazil",1,15,"Arts, design, entertainment, sports, or media",56,"Male",5,3,9,3,5,9,2,9,3,8,"Arts Design Sports Media"
"88","7","12.5714285714286",2,"7","8","Gladiolus ST",163," Spain",0,15,"Arts, design, entertainment, sports, or media",63,"Female",7,9,8,3,8,7,2,2,8,9,"Arts Design Sports Media"
"50","10","5",2,"8","3","Gladiolus ST",36," China",0,8,"Computer or mathematical",46,"Female",1,2,5,3,3,7,7,5,7,6,"Management/Professional"
"60","24","2.5",2,"6","5","Pyramid ST",36," China",0,17,"Health technologists or technicians",42,"Female",2,5,8,1,3,3,8,1,8,3,"Health"
"50","8","6.25",2,"1","5","Unknown",36," China",1,14,"Education, training, or library",39,"Male",1,1,3,3,3,5,6,5,6,6,"Education/Training"
"110","36","3.05555555555556",2,"8","6","Pyramid ST",78," India",1,15,"Arts, design, entertainment, sports, or media",76,"Male",7,9,8,8,9,9,5,5,8,8,"Arts Design Sports Media"
"117","14","8.35714285714286",2,"9","5","Gladiolus ST",58," Ethiopia",0,24,"Sales or related occupations",60,"Female",2,5,8,4,7,8,7,8,2,9,"Services"
"78","27","2.88888888888889",2,"8","3","Brick Wall ST",37," Colombia",1,15,"Arts, design, entertainment, sports, or media",41,"Male",3,7,8,5,3,4,2,1,5,3,"Arts Design Sports Media"
"74","20","3.7",2,"1","2","Brick Wall ST",78," India",0,15,"Arts, design, entertainment, sports, or media",55,"Female",4,3,8,7,5,7,4,8,3,6,"Arts Design Sports Media"
"79","26","3.03846153846154",2,"7","2","Brick Wall ST",185," United Kingdom of Great Britain and Northern I",0,6,"Business operations specialists",38,"Female",3,2,4,2,7,4,4,4,2,6,"Management/Professional"
"94","52","1.80769230769231",1,"7","1","Pyramid ST",187," United States of America",1,14,"Education, training, or library",49,"Male",6,6,7,5,6,4,2,5,3,5,"Education/Training"
"65","13","5",2,"8","4","Pyramid ST + Gladiolus ST",36," China",1,6,"Business operations specialists",31,"Male",2,3,5,2,2,4,4,2,3,4,"Management/Professional"
"47","17","2.76470588235294",2,"2","8","Brick Wall ST",142," Romania",1,25,"Office or administrative support",40,"Male",5,8,1,2,6,2,8,3,3,2,"Management/Professional"
"75","16","4.6875",2,"8","9","Brick Wall ST",67," Greece",0,8,"Computer or mathematical",52,"Female",7,1,8,2,8,9,5,2,2,8,"Management/Professional"
"94","32","2.9375",2,"7","8","Pyramid ST",83," Israel",0,1,"Management: professional or related occupations",63,"Female",1,9,9,1,5,9,9,8,3,9,"Management/Professional"
"20","4","5",2,"1","1","Unknown",36," China",1,14,"Education, training, or library",23,"Male",2,1,1,1,3,2,8,2,2,1,"Education/Training"
"70","24","2.91666666666667",2,"8","7","Brick Wall ST",126," Nigeria",0,14,"Education, training, or library",79,"Female",9,9,2,8,8,9,8,9,8,9,"Education/Training"
"100","9","11.1111111111111",2,"10","1","Gladiolus ST",123," New Zealand",0,1,"Management: professional or related occupations",60,"Female",3,6,6,8,6,8,4,3,8,8,"Management/Professional"
"50","9","5.55555555555556",2,"6","3","Pyramid ST",126," Nigeria",1,8,"Computer or mathematical",48,"Male",5,5,5,3,5,5,3,9,3,5,"Management/Professional"
"80","4","20",1,"10","5","Pile ST",61," France",0,2,"Management: business or  financial operations occupations",65,"Female",2,7,6,7,8,8,9,5,5,8,"Management/Professional"
"53","18","2.94444444444444",2,"7","2","Brick Wall ST",36," China",1,5,"Business and financial operations",18,"Male",1,1,1,9,1,1,1,1,1,1,"Management/Professional"
"70","26","2.69230769230769",2,"5","5","Pyramid ST",67," Greece",1,14,"Education, training, or library",74,"Male",5,9,9,9,9,8,2,8,8,7,"Education/Training"
"30.8","6","5.13333333333333",2,"8","6","Brick Wall ST",15," Barbados",1,15,"Arts, design, entertainment, sports, or media",58,"Male",3,5,9,5,7,9,5,1,9,5,"Arts Design Sports Media"
"78","8","9.75",2,"8","2","Bridge ST",78," India",0,8,"Computer or mathematical",61,"Female",9,8,9,9,2,2,8,3,9,2,"Management/Professional"
"78.7","28","2.81071428571429",2,"8","10","Pyramid ST",75," Hong Kong (S.A.R.)",0,2,"Management: business or  financial operations occupations",72,"Female",8,5,1,8,9,9,9,9,6,8,"Management/Professional"
"35","4","8.75",2,"7","8","Brick Wall ST",36," China",0,8,"Computer or mathematical",48,"Female",1,7,2,4,4,5,3,7,7,8,"Management/Professional"
"54","18","3",2,"4","4","Brick Wall ST",89," Kenya",1,15,"Arts, design, entertainment, sports, or media",56,"Male",5,8,8,5,8,5,2,3,7,5,"Arts Design Sports Media"
"73","24","3.04166666666667",2,"7","7","Brick Wall ST",187," United States of America",0,14,"Education, training, or library",37,"Female",2,6,3,3,5,3,3,7,3,2,"Education/Training"
"56.6","10","5.66",2,"5","6","Brick Wall ST",36," China",1,17,"Health technologists or technicians",65,"Male",7,7,8,3,7,8,3,8,7,7,"Health"
"45","20","2.25",2,"3","3","Pyramid ST",187," United States of America",1,1,"Management: professional or related occupations",45,"Male",5,3,7,4,5,4,4,4,4,5,"Management/Professional"
"120","12","10",20,"9","7.5","Gladiolus ST",187," United States of America",0,8,"Computer or mathematical",42,"Female",3,4,7,3,3,4,4,6,4,4,"Management/Professional"
"77","11","7",20,"7","6","Gladiolus ST",75," Hong Kong (S.A.R.)",1,25,"Office or administrative support",69,"Male",7,7,7,7,6,6,7,8,7,7,"Management/Professional"
"65","12","5.41666666666667",1,"4","3","Brick Wall ST",24," Brazil",0,2,"Management: business or  financial operations occupations",47,"Female",3,3,2,4,7,5,2,7,7,7,"Management/Professional"
"72","7","10.2857142857143",20,"8","7","Gladiolus ST",142," Romania",1,8,"Computer or mathematical",37,"Male",3,2,7,5,3,2,4,2,3,6,"Management/Professional"
"55","5","11",20,"3","7","Unknown",78," India",0,8,"Computer or mathematical",40,"Female",2,9,7,1,3,1,2,9,1,5,"Management/Professional"
"112","13","8.61538461538461",20,"6","4","Gladiolus ST",36," China",1,5,"Business and financial operations",49,"Male",7,3,7,7,7,3,2,2,4,7,"Management/Professional"
"75","14","5.35714285714286",20,"8","6","Pyramid ST",36," China",0,10,"Drafters, engineering, or mapping technicians",50,"Female",9,1,1,9,9,1,9,1,1,9,"Engineering"
"70","22","3.18181818181818",20,"8","10","Brick Wall ST",36," China",1,2,"Management: business or  financial operations occupations",54,"Male",2,5,7,7,3,7,7,6,3,7,"Management/Professional"
"92","16","5.75",20,"3","8","Brick Wall ST",78," India",0,9,"Architects, surveyors, cartographers, or engineers",50,"Female",5,7,2,3,5,7,7,3,3,8,"Engineering"
"100","36","2.77777777777778",20,"6","7","Brick Wall ST",61," France",1,1,"Management: professional or related occupations",58,"Male",5,8,9,3,5,5,2,8,8,5,"Management/Professional"
"85","12","7.08333333333333",1,"10","10","Gladiolus ST",67," Greece",1,15,"Arts, design, entertainment, sports, or media",56,"Male",7,3,9,1,7,9,1,1,9,9,"Arts Design Sports Media"
"97","16","6.0625",20,"7","8","Bridge ST",9," Australia",1,15,"Arts, design, entertainment, sports, or media",76,"Male",6,8,9,8,7,8,7,7,8,8,"Arts Design Sports Media"
